epoch,hit@1,hit@10,hit@20,hit@50,mrr@1,mrr@10,mrr@20,mrr@50,ndcg@1,ndcg@10,ndcg@20,ndcg@50,precision@1,precision@10,precision@20,precision@50,recall@1,recall@10,recall@20,recall@50,train_loss,valid_score
238,0.0758,0.3051,0.4137,0.5767,0.0758,0.1356,0.1431,0.1484,0.0758,0.1753,0.2027,0.2351,0.0758,0.0305,0.0207,0.0115,0.0758,0.3051,0.4137,0.5767,2323.2898,0.1753
239,0.0752,0.3046,0.4166,0.577,0.0752,0.1348,0.1425,0.1477,0.0752,0.1745,0.2027,0.2346,0.0752,0.0305,0.0208,0.0115,0.0752,0.3046,0.4166,0.577,2322.5307,0.1745
240,0.0758,0.3022,0.4152,0.5752,0.0758,0.1357,0.1434,0.1486,0.0758,0.1747,0.2031,0.2349,0.0758,0.0302,0.0208,0.0115,0.0758,0.3022,0.4152,0.5752,2322.8085,0.1747
241,0.0775,0.3025,0.4161,0.5755,0.0775,0.136,0.1438,0.1489,0.0775,0.1749,0.2035,0.2352,0.0775,0.0302,0.0208,0.0115,0.0775,0.3025,0.4161,0.5755,2322.4361,0.1749
242,0.074,0.3015,0.4124,0.5737,0.074,0.1343,0.1418,0.147,0.074,0.1734,0.2013,0.2334,0.074,0.0301,0.0206,0.0115,0.074,0.3015,0.4124,0.5737,2322.2857,0.1734
243,0.0778,0.3033,0.4164,0.5768,0.0778,0.1366,0.1444,0.1495,0.0778,0.1755,0.2041,0.236,0.0778,0.0303,0.0208,0.0115,0.0778,0.3033,0.4164,0.5768,2322.091,0.1755
244,0.076,0.3043,0.4157,0.5758,0.076,0.1346,0.1423,0.1474,0.076,0.1742,0.2023,0.2341,0.076,0.0304,0.0208,0.0115,0.076,0.3043,0.4157,0.5758,2321.4097,0.1742
245,0.0773,0.3045,0.4159,0.5765,0.0773,0.1362,0.1439,0.149,0.0773,0.1756,0.2037,0.2356,0.0773,0.0304,0.0208,0.0115,0.0773,0.3045,0.4159,0.5765,2321.6302,0.1756
246,0.0773,0.3043,0.4137,0.5772,0.0773,0.1353,0.1429,0.1482,0.0773,0.1747,0.2025,0.235,0.0773,0.0304,0.0207,0.0115,0.0773,0.3043,0.4137,0.5772,2320.9885,0.1747
247,0.0767,0.3015,0.4182,0.5786,0.0767,0.1362,0.1442,0.1493,0.0767,0.1749,0.2043,0.2362,0.0767,0.0301,0.0209,0.0116,0.0767,0.3015,0.4182,0.5786,2320.9171,0.1749
248,0.0793,0.3026,0.4132,0.576,0.0793,0.137,0.1446,0.1499,0.0793,0.1758,0.2036,0.236,0.0793,0.0303,0.0207,0.0115,0.0793,0.3026,0.4132,0.576,2321.2591,0.1758
249,0.0796,0.3022,0.4124,0.5747,0.0796,0.1376,0.1452,0.1504,0.0796,0.1761,0.2039,0.2362,0.0796,0.0302,0.0206,0.0115,0.0796,0.3022,0.4124,0.5747,2320.612,0.1761
250,0.0776,0.3008,0.4177,0.5785,0.0776,0.1361,0.1441,0.1492,0.0776,0.1746,0.2041,0.2359,0.0776,0.0301,0.0209,0.0116,0.0776,0.3008,0.4177,0.5785,2320.8727,0.1746
251,0.0773,0.3018,0.4162,0.5758,0.0773,0.1362,0.144,0.1491,0.0773,0.175,0.2037,0.2355,0.0773,0.0302,0.0208,0.0115,0.0773,0.3018,0.4162,0.5758,2319.922,0.175
252,0.077,0.3076,0.4152,0.5786,0.077,0.1365,0.1439,0.1491,0.077,0.1764,0.2036,0.236,0.077,0.0308,0.0208,0.0116,0.077,0.3076,0.4152,0.5786,2320.1507,0.1764
253,0.0768,0.3036,0.4147,0.5767,0.0768,0.1361,0.1438,0.149,0.0768,0.1753,0.2033,0.2356,0.0768,0.0304,0.0207,0.0115,0.0768,0.3036,0.4147,0.5767,2320.2033,0.1753
254,0.0773,0.301,0.4141,0.576,0.0773,0.1353,0.1431,0.1483,0.0773,0.174,0.2025,0.2347,0.0773,0.0301,0.0207,0.0115,0.0773,0.301,0.4141,0.576,2320.0781,0.174
255,0.0775,0.3015,0.4123,0.5737,0.0775,0.1362,0.1438,0.1489,0.0775,0.1748,0.2027,0.2348,0.0775,0.0301,0.0206,0.0115,0.0775,0.3015,0.4123,0.5737,2319.9581,0.1748
256,0.08,0.3038,0.4147,0.5796,0.08,0.1377,0.1453,0.1506,0.08,0.1765,0.2044,0.2372,0.08,0.0304,0.0207,0.0116,0.08,0.3038,0.4147,0.5796,2319.7533,0.1765
257,0.0772,0.3025,0.4124,0.5757,0.0772,0.1355,0.1431,0.1483,0.0772,0.1745,0.2023,0.2348,0.0772,0.0302,0.0206,0.0115,0.0772,0.3025,0.4124,0.5757,2319.3409,0.1745
258,0.0763,0.3005,0.4131,0.5755,0.0763,0.1355,0.1433,0.1485,0.0763,0.1741,0.2026,0.2348,0.0763,0.03,0.0207,0.0115,0.0763,0.3005,0.4131,0.5755,2319.1823,0.1741
259,0.0762,0.3026,0.4152,0.5738,0.0762,0.1349,0.1427,0.1478,0.0762,0.1741,0.2025,0.2342,0.0762,0.0303,0.0208,0.0115,0.0762,0.3026,0.4152,0.5738,2319.4724,0.1741
260,0.0788,0.3036,0.4152,0.579,0.0788,0.1373,0.1449,0.1502,0.0788,0.1762,0.2043,0.2368,0.0788,0.0304,0.0208,0.0116,0.0788,0.3036,0.4152,0.579,2319.0823,0.1762
261,0.0753,0.3023,0.4144,0.577,0.0753,0.1348,0.1426,0.1478,0.0753,0.174,0.2023,0.2346,0.0753,0.0302,0.0207,0.0115,0.0753,0.3023,0.4144,0.577,2319.0736,0.174
262,0.0772,0.3025,0.4131,0.5737,0.0772,0.1358,0.1435,0.1486,0.0772,0.1748,0.2027,0.2347,0.0772,0.0302,0.0207,0.0115,0.0772,0.3025,0.4131,0.5737,2318.4629,0.1748
263,0.0758,0.3046,0.4119,0.574,0.0758,0.1351,0.1425,0.1477,0.0758,0.1748,0.2018,0.234,0.0758,0.0305,0.0206,0.0115,0.0758,0.3046,0.4119,0.574,2318.0571,0.1748
264,0.0783,0.3022,0.4142,0.574,0.0783,0.137,0.1447,0.1499,0.0783,0.1756,0.2039,0.2357,0.0783,0.0302,0.0207,0.0115,0.0783,0.3022,0.4142,0.574,2318.4985,0.1756
265,0.079,0.3066,0.4124,0.5758,0.079,0.138,0.1452,0.1505,0.079,0.1774,0.204,0.2366,0.079,0.0307,0.0206,0.0115,0.079,0.3066,0.4124,0.5758,2318.213,0.1774
266,0.078,0.3015,0.4167,0.573,0.078,0.1359,0.1439,0.1489,0.078,0.1746,0.2037,0.2347,0.078,0.0301,0.0208,0.0115,0.078,0.3015,0.4167,0.573,2318.4075,0.1746
267,0.0778,0.3023,0.4127,0.5747,0.0778,0.1362,0.1438,0.1491,0.0778,0.175,0.203,0.2352,0.0778,0.0302,0.0206,0.0115,0.0778,0.3023,0.4127,0.5747,2318.1608,0.175
268,0.0768,0.3026,0.4162,0.575,0.0768,0.1357,0.1435,0.1486,0.0768,0.1747,0.2033,0.2349,0.0768,0.0303,0.0208,0.0115,0.0768,0.3026,0.4162,0.575,2318.1795,0.1747
269,0.0772,0.301,0.4152,0.5765,0.0772,0.1357,0.1435,0.1487,0.0772,0.1743,0.2032,0.2352,0.0772,0.0301,0.0208,0.0115,0.0772,0.301,0.4152,0.5765,2318.2561,0.1743
270,0.0778,0.3017,0.4152,0.5755,0.0778,0.1365,0.1443,0.1494,0.0778,0.1752,0.2038,0.2356,0.0778,0.0302,0.0208,0.0115,0.0778,0.3017,0.4152,0.5755,2318.1193,0.1752
271,0.0781,0.3008,0.4114,0.5742,0.0781,0.1353,0.1429,0.1481,0.0781,0.1739,0.2018,0.2342,0.0781,0.0301,0.0206,0.0115,0.0781,0.3008,0.4114,0.5742,2317.3659,0.1739
272,0.0775,0.303,0.4154,0.5767,0.0775,0.1362,0.1439,0.1491,0.0775,0.1752,0.2036,0.2357,0.0775,0.0303,0.0208,0.0115,0.0775,0.303,0.4154,0.5767,2317.533,0.1752
273,0.0783,0.3036,0.4129,0.5743,0.0783,0.1376,0.1451,0.1503,0.0783,0.1764,0.204,0.2361,0.0783,0.0304,0.0206,0.0115,0.0783,0.3036,0.4129,0.5743,2317.6452,0.1764
274,0.0776,0.3025,0.4116,0.5753,0.0776,0.1354,0.1429,0.1482,0.0776,0.1745,0.2019,0.2346,0.0776,0.0302,0.0206,0.0115,0.0776,0.3025,0.4116,0.5753,2316.7855,0.1745
275,0.0765,0.3003,0.4156,0.5743,0.0765,0.1349,0.1428,0.1479,0.0765,0.1736,0.2026,0.2342,0.0765,0.03,0.0208,0.0115,0.0765,0.3003,0.4156,0.5743,2317.2628,0.1736
276,0.0793,0.3018,0.4167,0.5752,0.0793,0.1372,0.1451,0.1502,0.0793,0.1756,0.2046,0.2361,0.0793,0.0302,0.0208,0.0115,0.0793,0.3018,0.4167,0.5752,2317.2088,0.1756
277,0.0791,0.305,0.4136,0.5778,0.0791,0.1366,0.1441,0.1494,0.0791,0.1758,0.2032,0.2359,0.0791,0.0305,0.0207,0.0116,0.0791,0.305,0.4136,0.5778,2317.1273,0.1758
278,0.0755,0.304,0.4114,0.5767,0.0755,0.1354,0.1429,0.1482,0.0755,0.1749,0.2021,0.235,0.0755,0.0304,0.0206,0.0115,0.0755,0.304,0.4114,0.5767,2317.0289,0.1749
279,0.0806,0.3031,0.4118,0.5757,0.0806,0.1376,0.1451,0.1504,0.0806,0.1762,0.2037,0.2363,0.0806,0.0303,0.0206,0.0115,0.0806,0.3031,0.4118,0.5757,2316.6851,0.1762
280,0.0767,0.3053,0.4157,0.5732,0.0767,0.1351,0.1427,0.1478,0.0767,0.1749,0.2027,0.234,0.0767,0.0305,0.0208,0.0115,0.0767,0.3053,0.4157,0.5732,2317.027,0.1749
281,0.0743,0.3007,0.4106,0.5747,0.0743,0.1335,0.1412,0.1465,0.0743,0.1726,0.2005,0.2332,0.0743,0.0301,0.0205,0.0115,0.0743,0.3007,0.4106,0.5747,2317.0361,0.1726
282,0.0747,0.303,0.418,0.5767,0.0747,0.1343,0.1422,0.1472,0.0747,0.1738,0.2027,0.2342,0.0747,0.0303,0.0209,0.0115,0.0747,0.303,0.418,0.5767,2316.5338,0.1738
283,0.0767,0.3045,0.4159,0.5763,0.0767,0.1367,0.1443,0.1494,0.0767,0.1759,0.204,0.2357,0.0767,0.0304,0.0208,0.0115,0.0767,0.3045,0.4159,0.5763,2316.4751,0.1759
284,0.0785,0.3005,0.4157,0.5732,0.0785,0.1365,0.1444,0.1494,0.0785,0.1748,0.2038,0.2351,0.0785,0.03,0.0208,0.0115,0.0785,0.3005,0.4157,0.5732,2315.9173,0.1748
285,0.0775,0.3025,0.4156,0.5735,0.0775,0.1358,0.1436,0.1487,0.0775,0.1748,0.2033,0.2347,0.0775,0.0302,0.0208,0.0115,0.0775,0.3025,0.4156,0.5735,2316.0282,0.1748
286,0.0783,0.3073,0.4124,0.577,0.0783,0.1375,0.1448,0.1501,0.0783,0.1772,0.2038,0.2365,0.0783,0.0307,0.0206,0.0115,0.0783,0.3073,0.4124,0.577,2315.9946,0.1772
287,0.0762,0.3012,0.4121,0.573,0.0762,0.1354,0.143,0.1483,0.0762,0.1742,0.2022,0.2343,0.0762,0.0301,0.0206,0.0115,0.0762,0.3012,0.4121,0.573,2316.4807,0.1742
288,0.0748,0.2993,0.4096,0.5719,0.0748,0.1342,0.142,0.1472,0.0748,0.1729,0.2009,0.2333,0.0748,0.0299,0.0205,0.0114,0.0748,0.2993,0.4096,0.5719,2315.9634,0.1729
289,0.0778,0.3015,0.4137,0.5762,0.0778,0.1355,0.1433,0.1485,0.0778,0.1743,0.2027,0.235,0.0778,0.0301,0.0207,0.0115,0.0778,0.3015,0.4137,0.5762,2316.1847,0.1743
290,0.0776,0.3035,0.4129,0.5763,0.0776,0.136,0.1436,0.1488,0.0776,0.1751,0.2027,0.2352,0.0776,0.0303,0.0206,0.0115,0.0776,0.3035,0.4129,0.5763,2315.7811,0.1751
291,0.0757,0.3038,0.4121,0.5763,0.0757,0.1356,0.1431,0.1483,0.0757,0.175,0.2023,0.2349,0.0757,0.0304,0.0206,0.0115,0.0757,0.3038,0.4121,0.5763,2315.8113,0.175
292,0.0743,0.3008,0.4164,0.5742,0.0743,0.134,0.142,0.147,0.0743,0.1731,0.2022,0.2336,0.0743,0.0301,0.0208,0.0115,0.0743,0.3008,0.4164,0.5742,2315.6175,0.1731
293,0.0757,0.3061,0.4152,0.5778,0.0757,0.1365,0.144,0.1493,0.0757,0.1762,0.2037,0.2361,0.0757,0.0306,0.0208,0.0116,0.0757,0.3061,0.4152,0.5778,2315.5894,0.1762
294,0.0757,0.2982,0.4151,0.57,0.0757,0.1343,0.1424,0.1473,0.0757,0.1727,0.2022,0.233,0.0757,0.0298,0.0208,0.0114,0.0757,0.2982,0.4151,0.57,2315.6225,0.1727
295,0.0755,0.3045,0.4132,0.5742,0.0755,0.1345,0.1419,0.1471,0.0755,0.1742,0.2015,0.2335,0.0755,0.0304,0.0207,0.0115,0.0755,0.3045,0.4132,0.5742,2315.7158,0.1742
296,0.0775,0.3045,0.4126,0.5702,0.0775,0.1366,0.1441,0.1491,0.0775,0.1758,0.2031,0.2344,0.0775,0.0304,0.0206,0.0114,0.0775,0.3045,0.4126,0.5702,2315.4866,0.1758
297,0.0758,0.304,0.4131,0.573,0.0758,0.1355,0.143,0.1481,0.0758,0.1749,0.2023,0.2342,0.0758,0.0304,0.0207,0.0115,0.0758,0.304,0.4131,0.573,2315.5056,0.1749
298,0.0768,0.302,0.4126,0.5715,0.0768,0.1354,0.143,0.1481,0.0768,0.1743,0.2022,0.2339,0.0768,0.0302,0.0206,0.0114,0.0768,0.302,0.4126,0.5715,2315.2362,0.1743
299,0.0778,0.3022,0.4159,0.575,0.0778,0.1367,0.1444,0.1496,0.0778,0.1754,0.204,0.2356,0.0778,0.0302,0.0208,0.0115,0.0778,0.3022,0.4159,0.575,2315.4885,0.1754
300,0.0763,0.3026,0.4134,0.5724,0.0763,0.1361,0.1437,0.1488,0.0763,0.1751,0.203,0.2347,0.0763,0.0303,0.0207,0.0114,0.0763,0.3026,0.4134,0.5724,2315.2152,0.1751
301,0.0763,0.3023,0.4144,0.5737,0.0763,0.1355,0.1432,0.1483,0.0763,0.1745,0.2028,0.2344,0.0763,0.0302,0.0207,0.0115,0.0763,0.3023,0.4144,0.5737,2314.7475,0.1745
302,0.0765,0.2992,0.4137,0.5753,0.0765,0.1355,0.1434,0.1485,0.0765,0.1739,0.2027,0.2348,0.0765,0.0299,0.0207,0.0115,0.0765,0.2992,0.4137,0.5753,2314.9484,0.1739
303,0.0783,0.3023,0.4131,0.5709,0.0783,0.1359,0.1435,0.1486,0.0783,0.1747,0.2026,0.2341,0.0783,0.0302,0.0207,0.0114,0.0783,0.3023,0.4131,0.5709,2315.0981,0.1747
304,0.0795,0.3008,0.4149,0.5742,0.0795,0.1368,0.1447,0.1498,0.0795,0.1751,0.2039,0.2356,0.0795,0.0301,0.0207,0.0115,0.0795,0.3008,0.4149,0.5742,2314.426,0.1751
305,0.075,0.3028,0.4149,0.5737,0.075,0.1354,0.143,0.1481,0.075,0.1746,0.2027,0.2343,0.075,0.0303,0.0207,0.0115,0.075,0.3028,0.4149,0.5737,2314.7015,0.1746
306,0.0772,0.3055,0.4139,0.577,0.0772,0.1368,0.1442,0.1494,0.0772,0.1763,0.2036,0.236,0.0772,0.0305,0.0207,0.0115,0.0772,0.3055,0.4139,0.577,2314.8116,0.1763
307,0.0788,0.3017,0.4159,0.5738,0.0788,0.1377,0.1456,0.1507,0.0788,0.1761,0.205,0.2364,0.0788,0.0302,0.0208,0.0115,0.0788,0.3017,0.4159,0.5738,2314.9193,0.1761
308,0.0765,0.3025,0.4146,0.5738,0.0765,0.1353,0.1431,0.1483,0.0765,0.1744,0.2028,0.2345,0.0765,0.0302,0.0207,0.0115,0.0765,0.3025,0.4146,0.5738,2314.3198,0.1744
309,0.0745,0.3035,0.4149,0.573,0.0745,0.1348,0.1425,0.1475,0.0745,0.1742,0.2023,0.2338,0.0745,0.0303,0.0207,0.0115,0.0745,0.3035,0.4149,0.573,2314.4889,0.1742
310,0.0753,0.3013,0.4136,0.5753,0.0753,0.1345,0.1422,0.1474,0.0753,0.1735,0.2018,0.234,0.0753,0.0301,0.0207,0.0115,0.0753,0.3013,0.4136,0.5753,2314.7039,0.1735
311,0.0748,0.3031,0.4157,0.5722,0.0748,0.1352,0.143,0.148,0.0748,0.1745,0.2029,0.2341,0.0748,0.0303,0.0208,0.0114,0.0748,0.3031,0.4157,0.5722,2314.4538,0.1745
312,0.0772,0.303,0.4172,0.5755,0.0772,0.1372,0.1451,0.1501,0.0772,0.1761,0.2048,0.2363,0.0772,0.0303,0.0209,0.0115,0.0772,0.303,0.4172,0.5755,2314.4382,0.1761
313,0.074,0.3048,0.4129,0.5692,0.074,0.1341,0.1415,0.1465,0.074,0.174,0.2012,0.2323,0.074,0.0305,0.0206,0.0114,0.074,0.3048,0.4129,0.5692,2314.371,0.174
314,0.0778,0.302,0.4141,0.572,0.0778,0.1362,0.1439,0.149,0.0778,0.175,0.2032,0.2346,0.0778,0.0302,0.0207,0.0114,0.0778,0.302,0.4141,0.572,2313.715,0.175
315,0.078,0.3018,0.4185,0.5747,0.078,0.136,0.144,0.1489,0.078,0.1747,0.2041,0.2351,0.078,0.0302,0.0209,0.0115,0.078,0.3018,0.4185,0.5747,2314.4178,0.1747
316,0.0778,0.3038,0.4177,0.5737,0.0778,0.1376,0.1455,0.1505,0.0778,0.1765,0.2053,0.2363,0.0778,0.0304,0.0209,0.0115,0.0778,0.3038,0.4177,0.5737,2313.9027,0.1765
